1,0.191759
2,0.912438
3,1.104864
4,1.688767
5,1.960525
6,2.323838
7,2.686167
8,2.833723
9,2.816573
10,2.847985
11,3.246927
12,3.275448
13,3.438688
14,3.384866
15,3.386748
16,3.315607
17,3.173785
18,3.366757
19,3.587314
20,3.413213
21,3.692042
22,3.729397
23,3.198392
24,3.484762
25,3.345396
26,3.359757
27,3.635645
28,3.755515
29,3.765721
30,3.719354
31,3.771721
32,3.601741
33,3.708203
34,3.738870
35,3.781429
36,3.800043
37,3.736295
38,3.821315
39,3.656339
40,3.695507
41,3.820498
42,3.776436
43,3.777971
44,3.813420
45,3.707872
46,3.789145
47,3.739779
48,3.813850
49,3.856807
50,3.840292
51,3.898599
52,3.833213
53,3.740710
54,3.655147
55,3.833269
56,3.869019
57,3.775629
58,3.868823
59,3.818593
60,3.835744
61,3.732559
62,3.832550
63,3.800541
64,3.838484
65,3.903979
66,3.933910
67,3.853415
68,3.632192
69,3.872144
70,3.953605
71,3.842242
72,3.845067
73,3.907197
74,3.832594
75,3.749795
76,3.747259
77,3.818491
78,3.915320
79,3.904637
80,3.924123
81,3.899571
82,3.877227
83,3.458406
84,3.927331
85,3.893351
86,4.000801
87,3.891607
88,3.883314
89,3.887657
90,3.565059
91,3.542485
92,3.787627
93,3.642515
94,3.924296
95,3.912179
96,4.011618
97,3.825371
98,3.830457
99,3.987096
100,3.766103
