1,0.199113
2,1.214076
3,1.747654
4,2.517635
5,2.730549
6,3.096611
7,3.678095
8,3.576379
9,3.773231
10,4.207155
11,4.586913
12,4.381192
13,4.131810
14,4.106820
15,4.120369
16,4.251097
17,3.862314
18,3.937073
19,3.973921
20,3.730560
21,4.256939
22,4.688587
23,4.571207
24,4.514863
25,4.246669
26,4.278131
27,4.211227
28,4.385901
29,4.259287
30,4.058836
31,4.106797
32,4.525326
33,3.713552
34,3.529831
35,4.486440
36,3.882030
37,4.291298
38,3.152829
39,3.435787
40,3.922240
41,4.064367
42,3.914285
43,4.153598
44,4.152399
45,4.014457
46,4.012997
47,3.032906
48,2.758931
49,3.281078
50,3.310271
51,4.679637
52,3.815322
53,3.609000
54,3.674364
55,3.763528
56,3.814673
57,4.039006
58,3.642660
59,3.998062
60,4.021062
61,4.099573
62,3.933231
63,3.846873
64,3.003714
65,4.496770
66,4.186518
67,3.690887
68,3.603995
69,4.305416
70,3.298824
71,3.383525
72,3.495409
73,3.667970
74,3.586272
75,3.621545
76,3.655980
77,3.932429
78,4.184400
79,4.433619
80,3.951349
81,4.137241
82,4.208547
83,4.520724
84,3.973382
85,3.904288
86,4.475461
87,3.559118
88,4.118284
89,3.493894
90,4.099138
91,4.598813
92,4.324977
93,3.819423
94,4.326221
95,3.785962
96,4.016483
97,3.968053
98,4.259691
99,4.216278
100,2.337168
